elapsed_s,x_g,y_g,z_g,writing,word,newline
9.9370,0.4900,0.7780,0.1940,1,quick,0
9.9541,0.4800,1.1810,0.0870,1,quick,0
9.9746,0.2950,0.9100,0.1300,1,quick,0
9.9950,0.2710,0.9520,0.3500,1,quick,0
10.0114,0.3200,0.9210,0.3190,1,quick,0
10.0360,0.2280,0.8830,-0.0320,1,quick,0
10.0524,0.2660,0.9360,0.2060,1,quick,0
10.0730,0.2630,0.9910,0.1280,1,quick,0
10.0936,0.2560,0.9820,0.0350,1,quick,0
10.1139,0.3130,1.0060,0.1710,1,quick,0
10.1345,0.2990,0.9520,0.1990,1,quick,0
10.1548,0.4510,0.7960,0.1870,1,quick,0
10.1712,0.5460,0.7810,0.2030,1,quick,0
10.1916,0.5640,0.8210,0.1710,1,quick,0
10.2122,0.3430,0.9690,0.1460,1,quick,0
10.2326,0.2130,0.9720,0.1890,1,quick,0
10.2531,0.3090,0.9480,0.1670,1,quick,0
10.2695,0.2880,0.9390,0.1470,1,quick,0
10.2900,0.2720,0.8970,0.3610,1,quick,0
